Date;Brand;Film.Code;Ratecard.Duration;Metric;Value
2017-07-31;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;TRP;12,940000
2017-08-01;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;Cost;293965,889400
2017-08-01;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;TRP;14,870000
2017-08-02;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;Cost;170435,043700
2017-08-02;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;TRP;9,460000
2017-08-03;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;Cost;380220,240800
2017-08-03;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;TRP;18,640000
2017-08-04;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;Cost;4542,301280
2017-08-04;Aquafresh od 2001;Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717;30;TRP;0,000000
2017-08-10;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;292879,686900
2017-08-10;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;13,130000
2017-08-11;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;188999,231500
2017-08-11;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;10,030000
2017-08-12;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;266168,980400
2017-08-12;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;10,750000
2017-08-13;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;199021,918000
2017-08-13;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;10,960000
2017-08-14;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;630886,149500
2017-08-14;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;27,670000
2017-08-15;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;772339,336100
2017-08-15;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;27,390000
2017-08-16;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;355780,685000
2017-08-16;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;15,030000
2017-08-17;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;Cost;12787,565560
2017-08-17;Nivea od 2005;Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817;30;TRP;0,400000
2017-09-04;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;438430,819200
2017-09-04;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;9,550000
2017-09-05;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;404116,695400
2017-09-05;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;11,390000
2017-09-06;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;665348,391800
2017-09-06;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;11,760000
2017-09-07;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;686776,204400
2017-09-07;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;16,830000
2017-09-08;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;795593,943800
2017-09-08;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;17,740000
2017-09-09;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;1400164,370000
2017-09-09;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;33,970000
2017-09-10;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;1121405,315000
2017-09-10;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;25,480000
2017-09-11;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;599583,769000
2017-09-11;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;13,060000
2017-09-12;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;775054,842300
2017-09-12;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;18,010000
2017-09-13;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;646784,204000
2017-09-13;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;13,860000
2017-09-14;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;Cost;8887,111200
2017-09-14;Loreal;Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917;30;TRP;0,960000
2017-09-28;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;332081,721800
2017-09-28;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;5,870000
2017-09-29;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;314307,499400
2017-09-29;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;3,060000
2017-09-30;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;1201290,570000
2017-09-30;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;18,400000
2017-10-01;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;966917,698600
2017-10-01;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;18,610000
2017-10-02;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;338352,072500
2017-10-02;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;9,490000
2017-10-03;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;315591,193300
2017-10-03;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;8,320000
2017-10-04;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;368370,759200
2017-10-04;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;8,020000
2017-10-05;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;392909,060700
2017-10-05;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;6,690000
2017-10-06;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;240593,849300
2017-10-06;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;1,530000
2017-10-07;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;398981,920000
2017-10-07;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;9,790000
2017-10-08;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;475509,822000
2017-10-08;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;14,960000
2017-10-09;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;478620,311000
2017-10-09;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;8,120000
2017-10-10;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;257183,123600
2017-10-10;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;7,020000
2017-10-11;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;377307,243300
2017-10-11;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;5,530000
2017-10-12;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;Cost;6418,469200
2017-10-12;Pantene;Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917;30;TRP;0,070000
2017-12-08;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;561512,372000
2017-12-08;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;23,470000
2017-12-09;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;284367,809300
2017-12-09;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;14,930000
2017-12-10;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;289608,736200
2017-12-10;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;12,140000
2017-12-11;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;406375,502800
2017-12-11;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;19,280000
2017-12-12;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;411344,879200
2017-12-12;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;16,980000
2017-12-13;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;509184,567600
2017-12-13;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;22,800000
2017-12-14;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;279697,138600
2017-12-14;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;11,650000
2017-12-15;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;689195,473600
2017-12-15;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;32,140000
2017-12-16;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;Cost;32558,919340
2017-12-16;Nivea od 2007;Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217;10;TRP;0,560000
2018-03-09;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;338253,326800
2018-03-09;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;8,170000
2018-03-10;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;312579,450000
2018-03-10;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;10,890000
2018-03-10;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;39448,899160
2018-03-10;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;2,560000
2018-03-11;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;627578,169200
2018-03-11;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;20,740000
2018-03-11;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;65172,148800
2018-03-11;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,130000
2018-03-12;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;224004,575100
2018-03-12;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;11,850000
2018-03-12;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;2962,370400
2018-03-12;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,000000
2018-03-13;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;551494,622800
2018-03-13;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;23,530000
2018-03-13;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;8146,518600
2018-03-13;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,060000
2018-03-14;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;218326,698500
2018-03-14;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;12,830000
2018-03-14;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;4690,419800
2018-03-14;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,000000
2018-03-15;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;576872,262600
2018-03-15;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;23,040000
2018-03-16;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;259454,274200
2018-03-16;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;9,740000
2018-03-16;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;3456,098800
2018-03-16;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,000000
2018-03-17;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;286164,980600
2018-03-17;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;11,170000
2018-03-17;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;84625,047760
2018-03-17;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,500000
2018-03-18;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;221535,933100
2018-03-18;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;14,980000
2018-03-18;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;50557,788160
2018-03-18;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,270000
2018-03-19;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;213932,515700
2018-03-19;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;10,000000
2018-03-19;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;29574,331160
2018-03-19;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;2,260000
2018-03-20;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;685739,374800
2018-03-20;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;27,670000
2018-03-20;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;15256,207560
2018-03-20;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,720000
2018-03-21;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;620912,835800
2018-03-21;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;20,280000
2018-03-21;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;5184,148200
2018-03-21;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,000000
2018-03-22;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;Cost;2962,370400
2018-03-22;Nivea od 2007;Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318;30;TRP;0,000000
2018-03-23;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;28389,383000
2018-03-23;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,510000
2018-03-24;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;77268,494600
2018-03-24;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;2,710000
2018-03-25;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;44238,064640
2018-03-25;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;1,290000
2018-03-26;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;2962,370400
2018-03-26;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;TRP;0,030000
2018-03-27;Ronney;Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318;30;Cost;4394,182760
