"";"Date";"Brand";"Film.Code";"Ratecard.Duration";"Metric";"Value"
"33";"2017-05-30";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"Cost";528042,5238
"34";"2017-05-30";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"TRP";11,49
"35";"2017-05-31";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"Cost";509231,4718
"36";"2017-05-31";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"TRP";11,7
"37";"2017-06-01";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"Cost";17083,00264
"38";"2017-06-01";"Blend a med";"Blend a med 3d white luxe shakira salony 3op/3d white 2op 10.99zl hebe 300517";30;"TRP";0,15
"39";"2017-07-27";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";287053,6918
"40";"2017-07-27";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";9,44
"41";"2017-07-28";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";446231,7279
"42";"2017-07-28";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";15,85
"43";"2017-07-29";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";329316,8428
"44";"2017-07-29";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";8,32
"45";"2017-07-30";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";369703,8259
"46";"2017-07-30";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";9,64
"47";"2017-07-31";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";536139,6696
"48";"2017-07-31";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";12,94
"49";"2017-08-01";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";293965,8894
"50";"2017-08-01";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";14,87
"51";"2017-08-02";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";170435,0437
"52";"2017-08-02";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";9,46
"53";"2017-08-03";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";380220,2408
"54";"2017-08-03";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";18,64
"55";"2017-08-04";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"Cost";4542,30128
"56";"2017-08-04";"Aquafresh od 2001";"Aquafresh fresh & minty kapitan aquafresh rozowa puszka szczoteczka loteria/hebe 300717";30;"TRP";0
"57";"2017-08-10";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";292879,6869
"58";"2017-08-10";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";13,13
"59";"2017-08-11";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";188999,2315
"60";"2017-08-11";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";10,03
"61";"2017-08-12";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";266168,9804
"62";"2017-08-12";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";10,75
"63";"2017-08-13";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";199021,918
"64";"2017-08-13";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";10,96
"65";"2017-08-14";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";630886,1495
"66";"2017-08-14";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";27,67
"67";"2017-08-15";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";772339,3361
"68";"2017-08-15";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";27,39
"69";"2017-08-16";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";355780,685
"70";"2017-08-16";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";15,03
"71";"2017-08-17";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"Cost";12787,56556
"72";"2017-08-17";"Nivea od 2005";"Nivea mousse pani husta/ prysznic limitowana edycja 2op limit.edycja zapachy lata/promocyjna cena hebe 300817";30;"TRP";0,4
"73";"2017-09-04";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";438430,8192
"74";"2017-09-04";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";9,55
"75";"2017-09-05";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";404116,6954
"76";"2017-09-05";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";11,39
"77";"2017-09-06";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";665348,3918
"78";"2017-09-06";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";11,76
"79";"2017-09-07";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";686776,2044
"80";"2017-09-07";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";16,83
"81";"2017-09-08";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";795593,9438
"82";"2017-09-08";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";17,74
"83";"2017-09-09";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";1400164,37
"84";"2017-09-09";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";33,97
"85";"2017-09-10";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";1121405,315
"86";"2017-09-10";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";25,48
"87";"2017-09-11";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";599583,769
"88";"2017-09-11";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";13,06
"89";"2017-09-12";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";775054,8423
"90";"2017-09-12";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";18,01
"91";"2017-09-13";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";646784,204
"92";"2017-09-13";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";13,86
"93";"2017-09-14";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"Cost";8887,1112
"94";"2017-09-14";"Loreal";"Loreal preference paris kobieta wlosy platynowy blond 8 tygodni 5op/hebe -40% elle 300917";30;"TRP";0,96
"95";"2017-09-28";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";332081,7218
"96";"2017-09-28";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";5,87
"97";"2017-09-29";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";314307,4994
"98";"2017-09-29";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";3,06
"99";"2017-09-30";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";1201290,57
"100";"2017-09-30";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";18,4
"101";"2017-10-01";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";966917,6986
"102";"2017-10-01";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";18,61
"103";"2017-10-02";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";338352,0725
"104";"2017-10-02";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";9,49
"105";"2017-10-03";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";315591,1933
"106";"2017-10-03";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";8,32
"107";"2017-10-04";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";368370,7592
"108";"2017-10-04";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";8,02
"109";"2017-10-05";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";392909,0607
"110";"2017-10-05";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";6,69
"111";"2017-10-06";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";240593,8493
"112";"2017-10-06";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";1,53
"113";"2017-10-07";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";398981,92
"114";"2017-10-07";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";9,79
"115";"2017-10-08";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";475509,822
"116";"2017-10-08";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";14,96
"117";"2017-10-09";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";478620,311
"118";"2017-10-09";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";8,12
"119";"2017-10-10";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";257183,1236
"120";"2017-10-10";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";7,02
"121";"2017-10-11";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";377307,2433
"122";"2017-10-11";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";5,53
"123";"2017-10-12";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"Cost";6418,4692
"124";"2017-10-12";"Pantene";"Pantene pro-v 3 minute miracle intensive repair 6op./selena gomez/hebe 300917";30;"TRP";0,07
"125";"2017-12-08";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";561512,372
"126";"2017-12-08";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";23,47
"127";"2017-12-09";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";284367,8093
"128";"2017-12-09";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";14,93
"129";"2017-12-10";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";289608,7362
"130";"2017-12-10";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";12,14
"131";"2017-12-11";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";406375,5028
"132";"2017-12-11";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";19,28
"133";"2017-12-12";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";411344,8792
"134";"2017-12-12";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";16,98
"135";"2017-12-13";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";509184,5676
"136";"2017-12-13";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";22,8
"137";"2017-12-14";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";279697,1386
"138";"2017-12-14";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";11,65
"139";"2017-12-15";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";689195,4736
"140";"2017-12-15";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";32,14
"141";"2017-12-16";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"Cost";32558,91934
"142";"2017-12-16";"Nivea od 2007";"Nivea kosmetyki do pielegnacji twarzy/ swiateczna cena wygraj szczoteczki/ hebe 101217";10;"TRP";0,56
"143";"2018-03-09";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";338253,3268
"144";"2018-03-09";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";8,17
"145";"2018-03-10";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";312579,45
"146";"2018-03-10";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";10,89
"147";"2018-03-10";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";39448,89916
"148";"2018-03-10";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";2,56
"149";"2018-03-11";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";627578,1692
"150";"2018-03-11";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";20,74
"151";"2018-03-11";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";65172,1488
"152";"2018-03-11";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";1,13
"153";"2018-03-12";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";224004,5751
"154";"2018-03-12";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";11,85
"155";"2018-03-12";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";2962,3704
"156";"2018-03-12";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";0
"157";"2018-03-13";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";551494,6228
"158";"2018-03-13";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";23,53
"159";"2018-03-13";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";8146,5186
"160";"2018-03-13";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";1,06
"161";"2018-03-14";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";218326,6985
"162";"2018-03-14";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";12,83
"163";"2018-03-14";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";4690,4198
"164";"2018-03-14";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";0
"165";"2018-03-15";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";576872,2626
"166";"2018-03-15";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";23,04
"167";"2018-03-16";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";259454,2742
"168";"2018-03-16";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";9,74
"169";"2018-03-16";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";3456,0988
"170";"2018-03-16";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";0
"171";"2018-03-17";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";286164,9806
"172";"2018-03-17";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";11,17
"173";"2018-03-17";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";84625,04776
"174";"2018-03-17";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";1,5
"175";"2018-03-18";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";221535,9331
"176";"2018-03-18";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";14,98
"177";"2018-03-18";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";50557,78816
"178";"2018-03-18";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";1,27
"179";"2018-03-19";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";213932,5157
"180";"2018-03-19";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"TRP";10
"181";"2018-03-19";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"Cost";29574,33116
"182";"2018-03-19";"Ronney";"Ronney lakiery do wlosow blondynka 9 op/ dostepne w hebe 300318";30;"TRP";2,26
"183";"2018-03-20";"Nivea od 2007";"Nivea invisible for black&white kobiety wieszak/impreza 2op nr1 podzielony obraz/promocyjna cena hebe 300318";30;"Cost";685739,3748
